name,label,description,question,image,source,category,hdi_weight,good,select
DT.NFL.BLAT.CD,Net financial flows bilateral (NFL current US$),Bilateral debt includes loans from governments and their agencies (including central banks) loans from autonomous bodies and direct loans from official export credit agencies. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,How important is Net financial flows bilateral (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.BLTC.CD,PPG bilateral concessional (NFL current US$),Bilateral debt includes loans from governments and their agencies (including central banks) loans from autonomous bodies and direct loans from official export credit agencies. Concessional debt is defined as loans with an original grant element of 25 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value less the discounted present value of its contractual debt service; conventionally future service payments are discounted at 10 percent. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,How important is PPG bilateral concessional (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.BOND.CD,Portfolio investment bonds (PPG + PNG) (NFL current US$),Bonds are securities issued with a fixed rate of interest for a period of more than one year. They include net flows through cross-border public and publicly guaranteed and private nonguaranteed bond issues. Data are in current U.S. dollars.,How important is Portfolio investment bonds (PPG + PNG) (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.DECT.CD,Net flows on external debt total (NFL current US$),Net flows on external debt are disbursements on long-term external debt and IMF purchases minus principal repayments on long-term external debt and IMF repurchases up to 1984. Beginning in 1985 this line includes the change in stock of short-term debt (including interest arrears for long-term debt). Thus if the change in stock is positive a disbursement is assumed to have taken place; if negative a repayment is assumed to have taken place. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in foreign currency goods or services. Data are in current U.S. dollars.,How important is Net flows on external debt total (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.DLXF.CD,Net flows on external debt long-term (NFL current US$),Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in foreign currency goods or services. Data are in current U.S. dollars.,How important is Net flows on external debt long-term (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.DPNG.CD,Net flows on external debt private nonguaranteed (PNG) (NFL current US$),Private nonguaranteed external debt is an external obligation of a private debtor that is not guaranteed for repayment by a public entity. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in foreign currency goods or services. Data are in current U.S. dollars.,How important is Net flows on external debt private nonguaranteed (PNG) (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.DPPG.CD,Net flows on external debt public and publicly guaranteed (PPG) (NFL current US$),Public and publicly guaranteed long-term debt are aggregated. Public debt is an external obligation of a public debtor including the national government a political subdivision (or an agency of either) and autonomous public bodies. Publicly guaranteed debt is an external obligation of a private debtor that is guaranteed for repayment by a public entity. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in foreign currency goods or services. Data are in current U.S. dollars.,How important is Net flows on external debt public and publicly guaranteed (PPG) (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.DSTC.CD,Net flows on external debt short-term (NFL current US$),Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Short-term external debt is defined as debt that has an original maturity of one year or less. Available data permit no distinction between public and private nonguaranteed short-term debt. Data are in current U.S. dollars.,How important is Net flows on external debt short-term (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.IFAD.CD,Net official flows from UN agencies IFAD (current US$),Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe the countries of the former Soviet Union and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. OOF are transactions by the official sector whose main objective is other than development-motivated or if development-motivated whose grant element is below the 25 per cent threshold which would make them eligible to be recorded as ODA. The main classes of transactions included here are official export credits official sector equity and portfolio investment and debt reorganization undertaken by the official sector at non-concessional terms (irrespective of the nature or the identity of the original creditor). UN agencies are United Nations includes the United Nations Children's Fund (UNICEF) United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) World Food Programme (WFP) International Fund for Agricultural Development (IFAD) United Nations Development Programme (UNDP) United Nations Population Fund (UNPF) United Nations Refugee Agency (UNHCR) Joint United Nations Programme on HIV/AIDS (UNAIDS) and United Nations Regular Programme for Technical Assistance (UNTA). Data are in current U.S. dollars.,How important is Net official flows from UN agencies IFAD (current US$) to you?,0,Development Assistance Committee of the Organisation for Economic Co-operation and Development Geographical Distribution of Financial Flows to Developing Countries Development Co-operation Report and International Development Statistics database. Data are available online at: www.oecd.org/dac/stats/idsonline.,economy,0,1,0
DT.NFL.IMFC.CD,Net financial flows IMF concessional (NFL current US$),Net financial flows received by the borrower during the year are disbursements of loans and credits less repayments of principal. IMF is the International Monetary Fund which provides concessional lending through the Poverty Reduction and Growth Facility and the IMF Trust Fund. Data are in current U.S. dollars.,How important is Net financial flows IMF concessional (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.IMFN.CD,Net financial flows IMF nonconcessional (NFL current US$),Net financial flows received by the borrower during the year are disbursements of loans and credits less repayments of principal. IMF is the International Monetary Fund which provides nonconcessional lending through the credit it provides to its members mainly to meet balance of payments needs. Data are in current U.S. dollars.,How important is Net financial flows IMF nonconcessional (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.MIBR.CD,Net financial flows IBRD (NFL current US$),Net financial flows received by the borrower during the year are disbursements of loans and credits less repayments of principal. IBRD is the International Bank for Reconstruction and Development the founding and largest member of the World Bank Group. Data are in current U.S. dollars.,How important is Net financial flows IBRD (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.MIDA.CD,Net financial flows IDA (NFL current US$),Net financial flows received by the borrower during the year are disbursements of loans and credits less repayments of principal. IDA is the International Development Association the concessional loan window of the World Bank Group. Data are in current U.S. dollars.,How important is Net financial flows IDA (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.MLAT.CD,Net financial flows multilateral (NFL current US$),Public and publicly guaranteed multilateral loans include loans and credits from the World Bank regional development banks and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,How important is Net financial flows multilateral (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.MLTC.CD,PPG multilateral concessional (NFL current US$),Public and publicly guaranteed multilateral loans include loans and credits from the World Bank regional development banks and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 25 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value less the discounted present value of its contractual debt service; conventionally future service payments are discounted at 10 percent. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,How important is PPG multilateral concessional (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.MOTH.CD,Net financial flows others (NFL current US$),Net financial flows received by the borrower during the year are disbursements of loans and credits less repayments of principal. Others is a residual category in the World Bank's Debtor Reporting System. It includes such institutions as the Caribbean Development Fund Council of Europe European Development Fund Islamic Development Bank Nordic Development Fund and the like. Data are in current U.S. dollars.,How important is Net financial flows others (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.NEBR.CD,EBRD private nonguaranteed (NFL current US$),Nonguaranteed long-term debt privately placed from the European Bank for Reconstruction and Development (EBRD). Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,How important is EBRD private nonguaranteed (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.NIFC.CD,IFC private nonguaranteed (NFL current US$),Nonguaranteed long-term debt privately placed from the International Finance Corporation (IFC). Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,How important is IFC private nonguaranteed (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.OFFT.CD,PPG official creditors (NFL current US$),Public and publicly guaranteed debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank regional development banks and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks) loans from autonomous bodies and direct loans from official export credit agencies. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,How important is PPG official creditors (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.PBND.CD,PPG bonds (NFL current US$),Public and publicly guaranteed debt from bonds that are either publicly issued or privately placed. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,How important is PPG bonds (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.PCBK.CD,PPG commercial banks (NFL current US$),Public and publicly guaranteed commercial bank loans from private banks and other private financial institutions. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,How important is PPG commercial banks (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.PCBO.CD,Commercial banks and other lending (PPG + PNG) (NFL current US$),Commercial bank and other lending includes net commercial bank lending (public and publicly guaranteed and private nonguaranteed) and other private credits. Data are in current U.S. dollars.,How important is Commercial banks and other lending (PPG + PNG) (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.PNGB.CD,PNG bonds (NFL current US$),Nonguaranteed long-term debt from bonds that are privately placed. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,How important is PNG bonds (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.PNGC.CD,PNG commercial banks and other creditors (NFL current US$),Nonguaranteed long-term commercial bank loans from private banks and other private financial institutions. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,How important is PNG commercial banks and other creditors (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.PROP.CD,PPG other private creditors (NFL current US$),Public and publicly guaranteed other private credits from manufacturers exporters and other suppliers of goods and bank credits covered by a guarantee of an export credit agency. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,How important is PPG other private creditors (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.PRVT.CD,PPG private creditors (NFL current US$),Public and publicly guaranteed debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers exporters and other suppliers of goods and bank credits covered by a guarantee of an export credit agency. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,How important is PPG private creditors (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.RDBC.CD,Net financial flows RDB concessional (NFL current US$),Net financial flows received by the borrower during the year are disbursements of loans and credits less repayments of principal. Concessional financial flows cover disbursements made through concessional lending facilities. Regional development banks are the African Development Bank in Tunis Tunisia which serves all of Africa including North Africa; the Asian Development Bank in Manila Philippines which serves South and Central Asia and East Asia and Pacific; the European Bank for Reconstruction and Development in London United Kingdom which serves Europe and Central Asia; and the Inter-American Development Bank in Washington D.C. which serves the Americas. Aggregates include amounts for economies not specified elsewhere. Data are in current U.S. dollars.,How important is Net financial flows RDB concessional (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.RDBN.CD,Net financial flows RDB nonconcessional (NFL current US$),Net financial flows received by the borrower during the year are disbursements of loans and credits less repayments of principal. Nonconcessional financial flows cover all disbursements except those made through concessional lending facilities. Regional development banks are the African Development Bank in Tunis Tunisia which serves all of Africa including North Africa; the Asian Development Bank in Manila Philippines which serves South and Central Asia and East Asia and Pacific; the European Bank for Reconstruction and Development in London United Kingdom which serves Europe and Central Asia; and the Inter-American Development Bank in Washington D.C. which serves the Americas. Aggregates include amounts for economies not specified elsewhere. Data are in current U.S. dollars.,How important is Net financial flows RDB nonconcessional (NFL current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
DT.NFL.UNAI.CD,Net official flows from UN agencies UNAIDS (current US$),Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe the countries of the former Soviet Union and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. OOF are transactions by the official sector whose main objective is other than development-motivated or if development-motivated whose grant element is below the 25 per cent threshold which would make them eligible to be recorded as ODA. The main classes of transactions included here are official export credits official sector equity and portfolio investment and debt reorganization undertaken by the official sector at non-concessional terms (irrespective of the nature or the identity of the original creditor). UN agencies are United Nations includes the United Nations Children's Fund (UNICEF) United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) World Food Programme (WFP) International Fund for Agricultural Development (IFAD) United Nations Development Programme (UNDP) United Nations Population Fund (UNPF) United Nations Refugee Agency (UNHCR) Joint United Nations Programme on HIV/AIDS (UNAIDS) and United Nations Regular Programme for Technical Assistance (UNTA). Data are in current U.S. dollars.,How important is Net official flows from UN agencies UNAIDS (current US$) to you?,0,Development Assistance Committee of the Organisation for Economic Co-operation and Development Geographical Distribution of Financial Flows to Developing Countries Development Co-operation Report and International Development Statistics database. Data are available online at: www.oecd.org/dac/stats/idsonline.,economy,0,1,0
DT.NFL.UNCF.CD,Net official flows from UN agencies UNICEF (current US$),Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe the countries of the former Soviet Union and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. OOF are transactions by the official sector whose main objective is other than development-motivated or if development-motivated whose grant element is below the 25 per cent threshold which would make them eligible to be recorded as ODA. The main classes of transactions included here are official export credits official sector equity and portfolio investment and debt reorganization undertaken by the official sector at non-concessional terms (irrespective of the nature or the identity of the original creditor). UN agencies are United Nations includes the United Nations Children's Fund (UNICEF) United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) World Food Programme (WFP) International Fund for Agricultural Development (IFAD) United Nations Development Programme (UNDP) United Nations Population Fund (UNPF) United Nations Refugee Agency (UNHCR) Joint United Nations Programme on HIV/AIDS (UNAIDS) and United Nations Regular Programme for Technical Assistance (UNTA). Data are in current U.S. dollars.,How important is Net official flows from UN agencies UNICEF (current US$) to you?,0,Development Assistance Committee of the Organisation for Economic Co-operation and Development Geographical Distribution of Financial Flows to Developing Countries Development Co-operation Report and International Development Statistics database. Data are available online at: www.oecd.org/dac/stats/idsonline.,economy,0,1,0
DT.NFL.UNCR.CD,Net official flows from UN agencies UNHCR (current US$),Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe the countries of the former Soviet Union and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. OOF are transactions by the official sector whose main objective is other than development-motivated or if development-motivated whose grant element is below the 25 per cent threshold which would make them eligible to be recorded as ODA. The main classes of transactions included here are official export credits official sector equity and portfolio investment and debt reorganization undertaken by the official sector at non-concessional terms (irrespective of the nature or the identity of the original creditor). UN agencies are United Nations includes the United Nations Children's Fund (UNICEF) United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) World Food Programme (WFP) International Fund for Agricultural Development (IFAD) United Nations Development Programme (UNDP) United Nations Population Fund (UNPF) United Nations Refugee Agency (UNHCR) Joint United Nations Programme on HIV/AIDS (UNAIDS) and United Nations Regular Programme for Technical Assistance (UNTA). Data are in current U.S. dollars.,How important is Net official flows from UN agencies UNHCR (current US$) to you?,0,Development Assistance Committee of the Organisation for Economic Co-operation and Development Geographical Distribution of Financial Flows to Developing Countries Development Co-operation Report and International Development Statistics database. Data are available online at: www.oecd.org/dac/stats/idsonline.,economy,0,1,0
DT.NFL.UNDP.CD,Net official flows from UN agencies UNDP (current US$),Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe the countries of the former Soviet Union and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. OOF are transactions by the official sector whose main objective is other than development-motivated or if development-motivated whose grant element is below the 25 per cent threshold which would make them eligible to be recorded as ODA. The main classes of transactions included here are official export credits official sector equity and portfolio investment and debt reorganization undertaken by the official sector at non-concessional terms (irrespective of the nature or the identity of the original creditor). UN agencies are United Nations includes the United Nations Children's Fund (UNICEF) United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) World Food Programme (WFP) International Fund for Agricultural Development (IFAD) United Nations Development Programme (UNDP) United Nations Population Fund (UNPF) United Nations Refugee Agency (UNHCR) Joint United Nations Programme on HIV/AIDS (UNAIDS) and United Nations Regular Programme for Technical Assistance (UNTA). Data are in current U.S. dollars.,How important is Net official flows from UN agencies UNDP (current US$) to you?,0,Development Assistance Committee of the Organisation for Economic Co-operation and Development Geographical Distribution of Financial Flows to Developing Countries Development Co-operation Report and International Development Statistics database. Data are available online at: www.oecd.org/dac/stats/idsonline.,economy,0,1,0
DT.NFL.UNFP.CD,Net official flows from UN agencies UNFPA (current US$),Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe the countries of the former Soviet Union and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. OOF are transactions by the official sector whose main objective is other than development-motivated or if development-motivated whose grant element is below the 25 per cent threshold which would make them eligible to be recorded as ODA. The main classes of transactions included here are official export credits official sector equity and portfolio investment and debt reorganization undertaken by the official sector at non-concessional terms (irrespective of the nature or the identity of the original creditor). UN agencies are United Nations includes the United Nations Children's Fund (UNICEF) United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) World Food Programme (WFP) International Fund for Agricultural Development (IFAD) United Nations Development Programme (UNDP) United Nations Population Fund (UNPF) United Nations Refugee Agency (UNHCR) Joint United Nations Programme on HIV/AIDS (UNAIDS) and United Nations Regular Programme for Technical Assistance (UNTA). Data are in current U.S. dollars.,How important is Net official flows from UN agencies UNFPA (current US$) to you?,0,Development Assistance Committee of the Organisation for Economic Co-operation and Development Geographical Distribution of Financial Flows to Developing Countries Development Co-operation Report and International Development Statistics database. Data are available online at: www.oecd.org/dac/stats/idsonline.,economy,0,1,0
DT.NFL.UNRW.CD,Net official flows from UN agencies UNRWA (current US$),Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe the countries of the former Soviet Union and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. OOF are transactions by the official sector whose main objective is other than development-motivated or if development-motivated whose grant element is below the 25 per cent threshold which would make them eligible to be recorded as ODA. The main classes of transactions included here are official export credits official sector equity and portfolio investment and debt reorganization undertaken by the official sector at non-concessional terms (irrespective of the nature or the identity of the original creditor). UN agencies are United Nations includes the United Nations Children's Fund (UNICEF) United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) World Food Programme (WFP) International Fund for Agricultural Development (IFAD) United Nations Development Programme (UNDP) United Nations Population Fund (UNPF) United Nations Refugee Agency (UNHCR) Joint United Nations Programme on HIV/AIDS (UNAIDS) and United Nations Regular Programme for Technical Assistance (UNTA). Data are in current U.S. dollars.,How important is Net official flows from UN agencies UNRWA (current US$) to you?,0,Development Assistance Committee of the Organisation for Economic Co-operation and Development Geographical Distribution of Financial Flows to Developing Countries Development Co-operation Report and International Development Statistics database. Data are available online at: www.oecd.org/dac/stats/idsonline.,economy,0,1,0
DT.NFL.UNTA.CD,Net official flows from UN agencies UNTA (current US$),Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe the countries of the former Soviet Union and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. OOF are transactions by the official sector whose main objective is other than development-motivated or if development-motivated whose grant element is below the 25 per cent threshold which would make them eligible to be recorded as ODA. The main classes of transactions included here are official export credits official sector equity and portfolio investment and debt reorganization undertaken by the official sector at non-concessional terms (irrespective of the nature or the identity of the original creditor). UN agencies are United Nations includes the United Nations Children's Fund (UNICEF) United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) World Food Programme (WFP) International Fund for Agricultural Development (IFAD) United Nations Development Programme (UNDP) United Nations Population Fund (UNPF) United Nations Refugee Agency (UNHCR) Joint United Nations Programme on HIV/AIDS (UNAIDS) and United Nations Regular Programme for Technical Assistance (UNTA). Data are in current U.S. dollars.,How important is Net official flows from UN agencies UNTA (current US$) to you?,0,Development Assistance Committee of the Organisation for Economic Co-operation and Development Geographical Distribution of Financial Flows to Developing Countries Development Co-operation Report and International Development Statistics database. Data are available online at: www.oecd.org/dac/stats/idsonline.,economy,0,1,0
DT.NFL.WFPG.CD,Net official flows from UN agencies WFP (current US$),Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe the countries of the former Soviet Union and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. OOF are transactions by the official sector whose main objective is other than development-motivated or if development-motivated whose grant element is below the 25 per cent threshold which would make them eligible to be recorded as ODA. The main classes of transactions included here are official export credits official sector equity and portfolio investment and debt reorganization undertaken by the official sector at non-concessional terms (irrespective of the nature or the identity of the original creditor). UN agencies are United Nations includes the United Nations Children's Fund (UNICEF) United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) World Food Programme (WFP) International Fund for Agricultural Development (IFAD) United Nations Development Programme (UNDP) United Nations Population Fund (UNPF) United Nations Refugee Agency (UNHCR) Joint United Nations Programme on HIV/AIDS (UNAIDS) and United Nations Regular Programme for Technical Assistance (UNTA). Data are in current U.S. dollars.,How important is Net official flows from UN agencies WFP (current US$) to you?,0,Development Assistance Committee of the Organisation for Economic Co-operation and Development Geographical Distribution of Financial Flows to Developing Countries Development Co-operation Report and International Development Statistics database. Data are available online at: www.oecd.org/dac/stats/idsonline.,economy,0,1,0
DT.NTR.BLAT.CD,PPG bilateral (NTR current US$),Bilateral debt includes loans from governments and their agencies (including central banks) loans from autonomous bodies and direct loans from official export credit agencies. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.,How important is PPG bilateral (NTR current US$) to you?,0,World Bank Global Development Finance.,economy,0,1,0
