year,series,series_id,region,region_id,value,value_normalized
2009,Long-term unemployment by region,employment3,Bolzano,ITD1,21.6,0.000000
2010,Long-term unemployment by region,employment3,Bolzano,ITD1,19.1,0.000000
2000,Long-term unemployment by region,employment3,Calabria,ITF6,63.5,0.989648
2001,Long-term unemployment by region,employment3,Calabria,ITF6,62.2,0.991870
2002,Long-term unemployment by region,employment3,Calabria,ITF6,56.4,0.890688
2003,Long-term unemployment by region,employment3,Calabria,ITF6,58.4,0.950382
2004,Long-term unemployment by region,employment3,Calabria,ITF6,57.9,0.926829
2005,Long-term unemployment by region,employment3,Calabria,ITF6,61.1,0.987395
2006,Long-term unemployment by region,employment3,Calabria,ITF6,56.7,0.925676
2007,Long-term unemployment by region,employment3,Calabria,ITF6,55.5,0.862069
2008,Long-term unemployment by region,employment3,Calabria,ITF6,50.7,0.812183
2009,Long-term unemployment by region,employment3,Calabria,ITF6,51.8,0.786458
2010,Long-term unemployment by region,employment3,Calabria,ITF6,54.5,0.880597
2000,Long-term unemployment by region,employment3,Campania,ITF3,52.3,0.757764
2001,Long-term unemployment by region,employment3,Campania,ITF3,53.7,0.819106
2002,Long-term unemployment by region,employment3,Campania,ITF3,49,0.740891
2003,Long-term unemployment by region,employment3,Campania,ITF3,53.3,0.853053
2004,Long-term unemployment by region,employment3,Campania,ITF3,55,0.867886
2005,Long-term unemployment by region,employment3,Campania,ITF3,60.3,0.970588
2006,Long-term unemployment by region,employment3,Campania,ITF3,59.1,0.979730
2007,Long-term unemployment by region,employment3,Campania,ITF3,54.1,0.824934
2008,Long-term unemployment by region,employment3,Campania,ITF3,57,0.972081
2009,Long-term unemployment by region,employment3,Campania,ITF3,57.2,0.927083
2010,Long-term unemployment by region,employment3,Campania,ITF3,59.3,1.000000
2000,Long-term unemployment by region,employment3,Emilia-Romagna,ITD5,20.3,0.095238
2001,Long-term unemployment by region,employment3,Emilia-Romagna,ITD5,25.9,0.254065
2002,Long-term unemployment by region,employment3,Emilia-Romagna,ITD5,21.7,0.188259
2003,Long-term unemployment by region,employment3,Emilia-Romagna,ITD5,28.5,0.379771
2004,Long-term unemployment by region,employment3,Emilia-Romagna,ITD5,27.4,0.306911
2005,Long-term unemployment by region,employment3,Emilia-Romagna,ITD5,29,0.313025
2006,Long-term unemployment by region,employment3,Emilia-Romagna,ITD5,28.7,0.295045
2007,Long-term unemployment by region,employment3,Emilia-Romagna,ITD5,28.5,0.145889
2008,Long-term unemployment by region,employment3,Emilia-Romagna,ITD5,26,0.185279
2009,Long-term unemployment by region,employment3,Emilia-Romagna,ITD5,26.5,0.127604
2010,Long-term unemployment by region,employment3,Emilia-Romagna,ITD5,34.9,0.393035
2000,Long-term unemployment by region,employment3,Friuli-Venezia Giulia,ITD4,27.7,0.248447
2001,Long-term unemployment by region,employment3,Friuli-Venezia Giulia,ITD4,23.2,0.199187
2002,Long-term unemployment by region,employment3,Friuli-Venezia Giulia,ITD4,19.9,0.151822
2003,Long-term unemployment by region,employment3,Friuli-Venezia Giulia,ITD4,25.7,0.326336
2004,Long-term unemployment by region,employment3,Friuli-Venezia Giulia,ITD4,35.1,0.463415
2005,Long-term unemployment by region,employment3,Friuli-Venezia Giulia,ITD4,31.3,0.361345
2006,Long-term unemployment by region,employment3,Friuli-Venezia Giulia,ITD4,38.2,0.509009
2007,Long-term unemployment by region,employment3,Friuli-Venezia Giulia,ITD4,33.6,0.281167
2008,Long-term unemployment by region,employment3,Friuli-Venezia Giulia,ITD4,33.8,0.383249
2009,Long-term unemployment by region,employment3,Friuli-Venezia Giulia,ITD4,28.7,0.184896
2010,Long-term unemployment by region,employment3,Friuli-Venezia Giulia,ITD4,38.2,0.475124
2000,Long-term unemployment by region,employment3,Lazio,ITE4,46.9,0.645963
2001,Long-term unemployment by region,employment3,Lazio,ITE4,47.3,0.689024
2002,Long-term unemployment by region,employment3,Lazio,ITE4,39.8,0.554656
2003,Long-term unemployment by region,employment3,Lazio,ITE4,48.2,0.755725
2004,Long-term unemployment by region,employment3,Lazio,ITE4,51.3,0.792683
2005,Long-term unemployment by region,employment3,Lazio,ITE4,52.8,0.813025
2006,Long-term unemployment by region,employment3,Lazio,ITE4,52.4,0.828829
2007,Long-term unemployment by region,employment3,Lazio,ITE4,51,0.742706
2008,Long-term unemployment by region,employment3,Lazio,ITE4,44.2,0.647208
2009,Long-term unemployment by region,employment3,Lazio,ITE4,50.2,0.744792
2010,Long-term unemployment by region,employment3,Lazio,ITE4,48.9,0.741294
2000,Long-term unemployment by region,employment3,Liguria,ITC3,32.2,0.341615
2001,Long-term unemployment by region,employment3,Liguria,ITC3,28.3,0.302846
2002,Long-term unemployment by region,employment3,Liguria,ITC3,28.5,0.325911
2003,Long-term unemployment by region,employment3,Liguria,ITC3,39.9,0.597328
2004,Long-term unemployment by region,employment3,Liguria,ITC3,43.7,0.638211
2005,Long-term unemployment by region,employment3,Liguria,ITC3,38,0.502101
2006,Long-term unemployment by region,employment3,Liguria,ITC3,41.9,0.592342
2007,Long-term unemployment by region,employment3,Liguria,ITC3,31.6,0.228117
2008,Long-term unemployment by region,employment3,Liguria,ITC3,35.2,0.418782
2009,Long-term unemployment by region,employment3,Liguria,ITC3,40,0.479167
2010,Long-term unemployment by region,employment3,Liguria,ITC3,41.5,0.557214
2000,Long-term unemployment by region,employment3,Lombardia,ITC4,37.1,0.443064
2001,Long-term unemployment by region,employment3,Lombardia,ITC4,38,0.500000
2002,Long-term unemployment by region,employment3,Lombardia,ITC4,31.9,0.394737
2003,Long-term unemployment by region,employment3,Lombardia,ITC4,37.1,0.543893
2004,Long-term unemployment by region,employment3,Lombardia,ITC4,34.9,0.459350
2005,Long-term unemployment by region,employment3,Lombardia,ITC4,33.8,0.413866
2006,Long-term unemployment by region,employment3,Lombardia,ITC4,35.7,0.452703
2007,Long-term unemployment by region,employment3,Lombardia,ITC4,34.4,0.302387
2008,Long-term unemployment by region,employment3,Lombardia,ITC4,34.6,0.403553
2009,Long-term unemployment by region,employment3,Lombardia,ITC4,33.6,0.312500
2010,Long-term unemployment by region,employment3,Lombardia,ITC4,41.9,0.567164
2000,Long-term unemployment by region,employment3,Marche,ITE3,50.2,0.714286
2001,Long-term unemployment by region,employment3,Marche,ITE3,45.1,0.644309
2002,Long-term unemployment by region,employment3,Marche,ITE3,45.2,0.663968
2003,Long-term unemployment by region,employment3,Marche,ITE3,34,0.484733
2004,Long-term unemployment by region,employment3,Marche,ITE3,30,0.359756
2005,Long-term unemployment by region,employment3,Marche,ITE3,36.9,0.478992
2006,Long-term unemployment by region,employment3,Marche,ITE3,34,0.414414
2007,Long-term unemployment by region,employment3,Marche,ITE3,35.7,0.336870
2008,Long-term unemployment by region,employment3,Marche,ITE3,34.5,0.401015
2009,Long-term unemployment by region,employment3,Marche,ITE3,31.2,0.250000
2010,Long-term unemployment by region,employment3,Marche,ITE3,43,0.594527
2000,Long-term unemployment by region,employment3,Molise,ITF2,60.3,0.923395
2001,Long-term unemployment by region,employment3,Molise,ITF2,56.5,0.876016
2002,Long-term unemployment by region,employment3,Molise,ITF2,50,0.761134
2003,Long-term unemployment by region,employment3,Molise,ITF2,52,0.828244
2004,Long-term unemployment by region,employment3,Molise,ITF2,53.1,0.829268
2005,Long-term unemployment by region,employment3,Molise,ITF2,53.6,0.829832
2006,Long-term unemployment by region,employment3,Molise,ITF2,55.4,0.896396
2007,Long-term unemployment by region,employment3,Molise,ITF2,49.2,0.694960
2008,Long-term unemployment by region,employment3,Molise,ITF2,51.6,0.835025
2009,Long-term unemployment by region,employment3,Molise,ITF2,50,0.739583
2010,Long-term unemployment by region,employment3,Molise,ITF2,48.3,0.726368
2000,Long-term unemployment by region,employment3,Piemonte,ITC1,36,0.420290
2001,Long-term unemployment by region,employment3,Piemonte,ITC1,33.8,0.414634
2002,Long-term unemployment by region,employment3,Piemonte,ITC1,33.9,0.435223
2003,Long-term unemployment by region,employment3,Piemonte,ITC1,38.8,0.576336
2004,Long-term unemployment by region,employment3,Piemonte,ITC1,44.9,0.662602
2005,Long-term unemployment by region,employment3,Piemonte,ITC1,43.5,0.617647
2006,Long-term unemployment by region,employment3,Piemonte,ITC1,45.2,0.666667
2007,Long-term unemployment by region,employment3,Piemonte,ITC1,43.4,0.541114
2008,Long-term unemployment by region,employment3,Piemonte,ITC1,43.1,0.619289
2009,Long-term unemployment by region,employment3,Piemonte,ITC1,42.4,0.541667
2010,Long-term unemployment by region,employment3,Piemonte,ITC1,47.5,0.706468
2000,Long-term unemployment by region,employment3,Puglia,ITF4,52.4,0.759834
2001,Long-term unemployment by region,employment3,Puglia,ITF4,52.9,0.802846
2002,Long-term unemployment by region,employment3,Puglia,ITF4,55.3,0.868421
2003,Long-term unemployment by region,employment3,Puglia,ITF4,57.1,0.925573
2004,Long-term unemployment by region,employment3,Puglia,ITF4,60,0.969512
2005,Long-term unemployment by region,employment3,Puglia,ITF4,56.8,0.897059
2006,Long-term unemployment by region,employment3,Puglia,ITF4,57.4,0.941441
2007,Long-term unemployment by region,employment3,Puglia,ITF4,52.9,0.793103
2008,Long-term unemployment by region,employment3,Puglia,ITF4,50.8,0.814721
2009,Long-term unemployment by region,employment3,Puglia,ITF4,48.2,0.692708
2010,Long-term unemployment by region,employment3,Puglia,ITF4,51.4,0.803483
2000,Long-term unemployment by region,employment3,Sardegna,ITG2,61.6,0.950311
2001,Long-term unemployment by region,employment3,Sardegna,ITG2,58.9,0.924797
2002,Long-term unemployment by region,employment3,Sardegna,ITG2,53.2,0.825911
2003,Long-term unemployment by region,employment3,Sardegna,ITG2,55,0.885496
2004,Long-term unemployment by region,employment3,Sardegna,ITG2,51,0.786585
2005,Long-term unemployment by region,employment3,Sardegna,ITG2,54.5,0.848739
2006,Long-term unemployment by region,employment3,Sardegna,ITG2,52.4,0.828829
2007,Long-term unemployment by region,employment3,Sardegna,ITG2,46.4,0.620690
2008,Long-term unemployment by region,employment3,Sardegna,ITG2,48.8,0.763959
2009,Long-term unemployment by region,employment3,Sardegna,ITG2,44.7,0.601563
2010,Long-term unemployment by region,employment3,Sardegna,ITG2,45.8,0.664179
2000,Long-term unemployment by region,employment3,Sicilia,ITG1,62.4,0.966874
2001,Long-term unemployment by region,employment3,Sicilia,ITG1,62.6,1.000000
2002,Long-term unemployment by region,employment3,Sicilia,ITG1,61.8,1.000000
2003,Long-term unemployment by region,employment3,Sicilia,ITG1,61,1.000000
2004,Long-term unemployment by region,employment3,Sicilia,ITG1,61.5,1.000000
2005,Long-term unemployment by region,employment3,Sicilia,ITG1,61.7,1.000000
2006,Long-term unemployment by region,employment3,Sicilia,ITG1,60,1.000000
2007,Long-term unemployment by region,employment3,Sicilia,ITG1,60.7,1.000000
2008,Long-term unemployment by region,employment3,Sicilia,ITG1,58.1,1.000000
2009,Long-term unemployment by region,employment3,Sicilia,ITG1,60,1.000000
2010,Long-term unemployment by region,employment3,Sicilia,ITG1,57.9,0.965174
2000,Long-term unemployment by region,employment3,Toscana,ITE1,59.5,0.906832
2001,Long-term unemployment by region,employment3,Toscana,ITE1,52.8,0.800813
2002,Long-term unemployment by region,employment3,Toscana,ITE1,54.8,0.858300
2003,Long-term unemployment by region,employment3,Toscana,ITE1,38.1,0.562977
2004,Long-term unemployment by region,employment3,Toscana,ITE1,35.9,0.479675
2005,Long-term unemployment by region,employment3,Toscana,ITE1,33.3,0.403361
2006,Long-term unemployment by region,employment3,Toscana,ITE1,39.9,0.547297
2007,Long-term unemployment by region,employment3,Toscana,ITE1,38.6,0.413793
2008,Long-term unemployment by region,employment3,Toscana,ITE1,33.9,0.385787
2009,Long-term unemployment by region,employment3,Toscana,ITE1,34.3,0.330729
2010,Long-term unemployment by region,employment3,Toscana,ITE1,47.3,0.701493
2000,Long-term unemployment by region,employment3,Trento,ITD2,26,0.213251
2001,Long-term unemployment by region,employment3,Trento,ITD2,16.7,0.067073
2002,Long-term unemployment by region,employment3,Trento,ITD2,12.7,0.006073
2003,Long-term unemployment by region,employment3,Trento,ITD2,22,0.255725
2004,Long-term unemployment by region,employment3,Trento,ITD2,22.5,0.207317
2005,Long-term unemployment by region,employment3,Trento,ITD2,22.1,0.168067
2006,Long-term unemployment by region,employment3,Trento,ITD2,21.9,0.141892
2007,Long-term unemployment by region,employment3,Trento,ITD2,23.5,0.013263
2008,Long-term unemployment by region,employment3,Trento,ITD2,23.6,0.124365
2009,Long-term unemployment by region,employment3,Trento,ITD2,24.4,0.072917
2010,Long-term unemployment by region,employment3,Trento,ITD2,26.8,0.191542
2000,Long-term unemployment by region,employment3,Umbria,ITE2,45.1,0.608696
2001,Long-term unemployment by region,employment3,Umbria,ITE2,42.6,0.593496
2002,Long-term unemployment by region,employment3,Umbria,ITE2,48.1,0.722672
2003,Long-term unemployment by region,employment3,Umbria,ITE2,40.9,0.616412
2004,Long-term unemployment by region,employment3,Umbria,ITE2,41.2,0.587398
2005,Long-term unemployment by region,employment3,Umbria,ITE2,42.8,0.602941
2006,Long-term unemployment by region,employment3,Umbria,ITE2,40.2,0.554054
2007,Long-term unemployment by region,employment3,Umbria,ITE2,40.5,0.464191
2008,Long-term unemployment by region,employment3,Umbria,ITE2,36.4,0.449239
2009,Long-term unemployment by region,employment3,Umbria,ITE2,34.9,0.346354
2010,Long-term unemployment by region,employment3,Umbria,ITE2,43,0.594527
2000,Long-term unemployment by region,employment3,Valle d'Aosta,ITC2,28.4,0.262940
2001,Long-term unemployment by region,employment3,Valle d'Aosta,ITC2,14.1,0.014228
2002,Long-term unemployment by region,employment3,Valle d'Aosta,ITC2,24.5,0.244939
2003,Long-term unemployment by region,employment3,Valle d'Aosta,ITC2,19,0.198473
2004,Long-term unemployment by region,employment3,Valle d'Aosta,ITC2,13.3,0.020325
2005,Long-term unemployment by region,employment3,Valle d'Aosta,ITC2,24.7,0.222689
2006,Long-term unemployment by region,employment3,Valle d'Aosta,ITC2,28.8,0.297297
2007,Long-term unemployment by region,employment3,Valle d'Aosta,ITC2,34.2,0.297082
2008,Long-term unemployment by region,employment3,Valle d'Aosta,ITC2,32.5,0.350254
2009,Long-term unemployment by region,employment3,Valle d'Aosta,ITC2,36.2,0.380208
2010,Long-term unemployment by region,employment3,Valle d'Aosta,ITC2,34.1,0.373134
2000,Long-term unemployment by region,employment3,Veneto,ITD3,15.7,0.000000
2001,Long-term unemployment by region,employment3,Veneto,ITD3,13.4,0.000000
2002,Long-term unemployment by region,employment3,Veneto,ITD3,14.2,0.036437
2003,Long-term unemployment by region,employment3,Veneto,ITD3,21.8,0.251908
2004,Long-term unemployment by region,employment3,Veneto,ITD3,28.5,0.329268
2005,Long-term unemployment by region,employment3,Veneto,ITD3,34.7,0.432773
2006,Long-term unemployment by region,employment3,Veneto,ITD3,34.7,0.430180
2007,Long-term unemployment by region,employment3,Veneto,ITD3,34.6,0.307692
2008,Long-term unemployment by region,employment3,Veneto,ITD3,31.2,0.317259
2009,Long-term unemployment by region,employment3,Veneto,ITD3,26.6,0.130208
2010,Long-term unemployment by region,employment3,Veneto,ITD3,37.6,0.460199
2001,Consumption of electricity from renewable resources,environment1,Abruzzo,ITF1,21.6,0.074453
2002,Consumption of electricity from renewable resources,environment1,Abruzzo,ITF1,20.0,0.071691
2003,Consumption of electricity from renewable resources,environment1,Abruzzo,ITF1,24.3,0.094814
2004,Consumption of electricity from renewable resources,environment1,Abruzzo,ITF1,27.0,0.105941
2005,Consumption of electricity from renewable resources,environment1,Abruzzo,ITF1,28.4,0.115029
2006,Consumption of electricity from renewable resources,environment1,Abruzzo,ITF1,28.3,0.117701
2007,Consumption of electricity from renewable resources,environment1,Abruzzo,ITF1,15.4,0.055308
2008,Consumption of electricity from renewable resources,environment1,Abruzzo,ITF1,20.7,0.071429
2009,Consumption of electricity from renewable resources,environment1,Abruzzo,ITF1,36.0,0.102239
2010,Consumption of electricity from renewable resources,environment1,Abruzzo,ITF1,34.0,0.116260
2001,Consumption of electricity from renewable resources,environment1,Basilicata,ITF5,8.8,0.029640
2002,Consumption of electricity from renewable resources,environment1,Basilicata,ITF5,7.2,0.024632
2003,Consumption of electricity from renewable resources,environment1,Basilicata,ITF5,13.4,0.050648
2004,Consumption of electricity from renewable resources,environment1,Basilicata,ITF5,15.2,0.056917
2005,Consumption of electricity from renewable resources,environment1,Basilicata,ITF5,15.5,0.058175
2006,Consumption of electricity from renewable resources,environment1,Basilicata,ITF5,15.1,0.057011
2007,Consumption of electricity from renewable resources,environment1,Basilicata,ITF5,15.7,0.056646
2008,Consumption of electricity from renewable resources,environment1,Basilicata,ITF5,16.7,0.054113
2009,Consumption of electricity from renewable resources,environment1,Basilicata,ITF5,30.3,0.083194
2010,Consumption of electricity from renewable resources,environment1,Basilicata,ITF5,37.4,0.130081
2001,Consumption of electricity from renewable resources,environment1,Bolzano,ITD1,210.8,0.742414
2002,Consumption of electricity from renewable resources,environment1,Bolzano,ITD1,173.8,0.637132
2003,Consumption of electricity from renewable resources,environment1,Bolzano,ITD1,157.3,0.633712
2004,Consumption of electricity from renewable resources,environment1,Bolzano,ITD1,164.5,0.677192
2005,Consumption of electricity from renewable resources,environment1,Bolzano,ITD1,126.8,0.548700
2006,Consumption of electricity from renewable resources,environment1,Bolzano,ITD1,140.4,0.633103
2007,Consumption of electricity from renewable resources,environment1,Bolzano,ITD1,135.7,0.591882
2008,Consumption of electricity from renewable resources,environment1,Bolzano,ITD1,172.6,0.729004
2009,Consumption of electricity from renewable resources,environment1,Bolzano,ITD1,182.1,0.590378
2010,Consumption of electricity from renewable resources,environment1,Bolzano,ITD1,178.4,0.703252
2001,Consumption of electricity from renewable resources,environment1,Calabria,ITF6,15.0,0.051517
2002,Consumption of electricity from renewable resources,environment1,Calabria,ITF6,12.6,0.044485
2003,Consumption of electricity from renewable resources,environment1,Calabria,ITF6,23.7,0.092382
2004,Consumption of electricity from renewable resources,environment1,Calabria,ITF6,27.5,0.108018
2005,Consumption of electricity from renewable resources,environment1,Calabria,ITF6,31.2,0.127369
2006,Consumption of electricity from renewable resources,environment1,Calabria,ITF6,26.9,0.111264
2007,Consumption of electricity from renewable resources,environment1,Calabria,ITF6,21.9,0.084300
2008,Consumption of electricity from renewable resources,environment1,Calabria,ITF6,22.1,0.077489
2009,Consumption of electricity from renewable resources,environment1,Calabria,ITF6,44.7,0.131306
2010,Consumption of electricity from renewable resources,environment1,Calabria,ITF6,53.9,0.197154
2001,Consumption of electricity from renewable resources,environment1,Campania,ITF3,5.6,0.018349
2002,Consumption of electricity from renewable resources,environment1,Campania,ITF3,4.6,0.015074
2003,Consumption of electricity from renewable resources,environment1,Campania,ITF3,5.5,0.018639
2004,Consumption of electricity from renewable resources,environment1,Campania,ITF3,6.2,0.019526
2005,Consumption of electricity from renewable resources,environment1,Campania,ITF3,6.0,0.016307
2006,Consumption of electricity from renewable resources,environment1,Campania,ITF3,6.4,0.017011
2007,Consumption of electricity from renewable resources,environment1,Campania,ITF3,5.8,0.012489
2008,Consumption of electricity from renewable resources,environment1,Campania,ITF3,7.0,0.012121
2009,Consumption of electricity from renewable resources,environment1,Campania,ITF3,11.3,0.019713
2010,Consumption of electricity from renewable resources,environment1,Campania,ITF3,15.1,0.039431
2001,Consumption of electricity from renewable resources,environment1,Emilia-Romagna,ITD5,5.1,0.016584
2002,Consumption of electricity from renewable resources,environment1,Emilia-Romagna,ITD5,4.9,0.016176
2003,Consumption of electricity from renewable resources,environment1,Emilia-Romagna,ITD5,4.6,0.014992
2004,Consumption of electricity from renewable resources,environment1,Emilia-Romagna,ITD5,5.8,0.017865
2005,Consumption of electricity from renewable resources,environment1,Emilia-Romagna,ITD5,5.1,0.012340
2006,Consumption of electricity from renewable resources,environment1,Emilia-Romagna,ITD5,5.4,0.012414
2007,Consumption of electricity from renewable resources,environment1,Emilia-Romagna,ITD5,4.9,0.008475
2008,Consumption of electricity from renewable resources,environment1,Emilia-Romagna,ITD5,6.1,0.008225
2009,Consumption of electricity from renewable resources,environment1,Emilia-Romagna,ITD5,9.1,0.012362
2010,Consumption of electricity from renewable resources,environment1,Emilia-Romagna,ITD5,9.9,0.018293
2001,Consumption of electricity from renewable resources,environment1,Friuli-Venezia Giulia,ITD4,16.7,0.057516
2002,Consumption of electricity from renewable resources,environment1,Friuli-Venezia Giulia,ITD4,16.3,0.058088
2003,Consumption of electricity from renewable resources,environment1,Friuli-Venezia Giulia,ITD4,11.6,0.043355
2004,Consumption of electricity from renewable resources,environment1,Friuli-Venezia Giulia,ITD4,16.5,0.062318
2005,Consumption of electricity from renewable resources,environment1,Friuli-Venezia Giulia,ITD4,12.8,0.046276
2006,Consumption of electricity from renewable resources,environment1,Friuli-Venezia Giulia,ITD4,13.4,0.049195
2007,Consumption of electricity from renewable resources,environment1,Friuli-Venezia Giulia,ITD4,13.6,0.047279
2008,Consumption of electricity from renewable resources,environment1,Friuli-Venezia Giulia,ITD4,17.3,0.056710
2009,Consumption of electricity from renewable resources,environment1,Friuli-Venezia Giulia,ITD4,23.4,0.060140
2010,Consumption of electricity from renewable resources,environment1,Friuli-Venezia Giulia,ITD4,22.0,0.067480
2001,Consumption of electricity from renewable resources,environment1,Lazio,ITE4,5.4,0.017643
2002,Consumption of electricity from renewable resources,environment1,Lazio,ITE4,3.7,0.011765
2003,Consumption of electricity from renewable resources,environment1,Lazio,ITE4,4.5,0.014587
2004,Consumption of electricity from renewable resources,environment1,Lazio,ITE4,6.2,0.019526
2005,Consumption of electricity from renewable resources,environment1,Lazio,ITE4,5.6,0.014544
2006,Consumption of electricity from renewable resources,environment1,Lazio,ITE4,5.5,0.012874
2007,Consumption of electricity from renewable resources,environment1,Lazio,ITE4,3.4,0.001784
2008,Consumption of electricity from renewable resources,environment1,Lazio,ITE4,4.6,0.001732
2009,Consumption of electricity from renewable resources,environment1,Lazio,ITE4,5.9,0.001671
2010,Consumption of electricity from renewable resources,environment1,Lazio,ITE4,7.4,0.008130
2001,Consumption of electricity from renewable resources,environment1,Liguria,ITC3,3.7,0.011644
2002,Consumption of electricity from renewable resources,environment1,Liguria,ITC3,3.1,0.009559
2003,Consumption of electricity from renewable resources,environment1,Liguria,ITC3,2.8,0.007699
2004,Consumption of electricity from renewable resources,environment1,Liguria,ITC3,3.4,0.007894
2005,Consumption of electricity from renewable resources,environment1,Liguria,ITC3,2.3,0.000000
2006,Consumption of electricity from renewable resources,environment1,Liguria,ITC3,3.0,0.001379
2007,Consumption of electricity from renewable resources,environment1,Liguria,ITC3,3.0,0.000000
2008,Consumption of electricity from renewable resources,environment1,Liguria,ITC3,4.2,0.000000
2009,Consumption of electricity from renewable resources,environment1,Liguria,ITC3,5.4,0.000000
2010,Consumption of electricity from renewable resources,environment1,Liguria,ITC3,5.4,0.000000
2001,Consumption of electricity from renewable resources,environment1,Lombardia,ITC4,19.0,0.065632
2002,Consumption of electricity from renewable resources,environment1,Lombardia,ITC4,14.3,0.050735
2003,Consumption of electricity from renewable resources,environment1,Lombardia,ITC4,13.5,0.051053
2004,Consumption of electricity from renewable resources,environment1,Lombardia,ITC4,14.1,0.052347
2005,Consumption of electricity from renewable resources,environment1,Lombardia,ITC4,11.6,0.040987
2006,Consumption of electricity from renewable resources,environment1,Lombardia,ITC4,12.7,0.045977
2007,Consumption of electricity from renewable resources,environment1,Lombardia,ITC4,12.0,0.040143
2008,Consumption of electricity from renewable resources,environment1,Lombardia,ITC4,16.3,0.052381
2009,Consumption of electricity from renewable resources,environment1,Lombardia,ITC4,17.8,0.041430
2010,Consumption of electricity from renewable resources,environment1,Lombardia,ITC4,19.1,0.055691
2001,Consumption of electricity from renewable resources,environment1,Marche,ITE3,6.4,0.021171
2002,Consumption of electricity from renewable resources,environment1,Marche,ITE3,4.8,0.015809
2003,Consumption of electricity from renewable resources,environment1,Marche,ITE3,6.4,0.022285
2004,Consumption of electricity from renewable resources,environment1,Marche,ITE3,7.6,0.025343
2005,Consumption of electricity from renewable resources,environment1,Marche,ITE3,7.7,0.023799
2006,Consumption of electricity from renewable resources,environment1,Marche,ITE3,6.2,0.016092
2007,Consumption of electricity from renewable resources,environment1,Marche,ITE3,3.1,0.000446
2008,Consumption of electricity from renewable resources,environment1,Marche,ITE3,7.1,0.012554
2009,Consumption of electricity from renewable resources,environment1,Marche,ITE3,9.2,0.012696
2010,Consumption of electricity from renewable resources,environment1,Marche,ITE3,10.9,0.022358
2001,Consumption of electricity from renewable resources,environment1,Molise,ITF2,14.8,0.050812
2002,Consumption of electricity from renewable resources,environment1,Molise,ITF2,16.6,0.059191
2003,Consumption of electricity from renewable resources,environment1,Molise,ITF2,20.8,0.080632
2004,Consumption of electricity from renewable resources,environment1,Molise,ITF2,24.6,0.095970
2005,Consumption of electricity from renewable resources,environment1,Molise,ITF2,22.0,0.086822
2006,Consumption of electricity from renewable resources,environment1,Molise,ITF2,16.4,0.062989
2007,Consumption of electricity from renewable resources,environment1,Molise,ITF2,20.2,0.076717
2008,Consumption of electricity from renewable resources,environment1,Molise,ITF2,26.4,0.096104
2009,Consumption of electricity from renewable resources,environment1,Molise,ITF2,42.0,0.122285
2010,Consumption of electricity from renewable resources,environment1,Molise,ITF2,59.1,0.218293
2001,Consumption of electricity from renewable resources,environment1,Piemonte,ITC1,22.6,0.078335
2002,Consumption of electricity from renewable resources,environment1,Piemonte,ITC1,22.4,0.080515
2003,Consumption of electricity from renewable resources,environment1,Piemonte,ITC1,18.7,0.072123
2004,Consumption of electricity from renewable resources,environment1,Piemonte,ITC1,21.0,0.081014
2005,Consumption of electricity from renewable resources,environment1,Piemonte,ITC1,19.1,0.074041
2006,Consumption of electricity from renewable resources,environment1,Piemonte,ITC1,17.6,0.068506
2007,Consumption of electricity from renewable resources,environment1,Piemonte,ITC1,17.9,0.066459
2008,Consumption of electricity from renewable resources,environment1,Piemonte,ITC1,20.3,0.069697
2009,Consumption of electricity from renewable resources,environment1,Piemonte,ITC1,28.7,0.077848
2010,Consumption of electricity from renewable resources,environment1,Piemonte,ITC1,26.0,0.083740
2001,Consumption of electricity from renewable resources,environment1,Puglia,ITF4,3.1,0.009527
2002,Consumption of electricity from renewable resources,environment1,Puglia,ITF4,3.3,0.010294
2003,Consumption of electricity from renewable resources,environment1,Puglia,ITF4,3.0,0.008509
2004,Consumption of electricity from renewable resources,environment1,Puglia,ITF4,3.9,0.009971
2005,Consumption of electricity from renewable resources,environment1,Puglia,ITF4,4.7,0.010577
2006,Consumption of electricity from renewable resources,environment1,Puglia,ITF4,5.5,0.012874
2007,Consumption of electricity from renewable resources,environment1,Puglia,ITF4,6.8,0.016949
2008,Consumption of electricity from renewable resources,environment1,Puglia,ITF4,9.7,0.023810
2009,Consumption of electricity from renewable resources,environment1,Puglia,ITF4,13.4,0.026729
2010,Consumption of electricity from renewable resources,environment1,Puglia,ITF4,17.8,0.050407
2001,Consumption of electricity from renewable resources,environment1,Sardegna,ITG2,1.9,0.005293
2002,Consumption of electricity from renewable resources,environment1,Sardegna,ITG2,1.5,0.003676
2003,Consumption of electricity from renewable resources,environment1,Sardegna,ITG2,3.3,0.009724
2004,Consumption of electricity from renewable resources,environment1,Sardegna,ITG2,4.2,0.011217
2005,Consumption of electricity from renewable resources,environment1,Sardegna,ITG2,6.5,0.018510
2006,Consumption of electricity from renewable resources,environment1,Sardegna,ITG2,6.7,0.018391
2007,Consumption of electricity from renewable resources,environment1,Sardegna,ITG2,7.9,0.021855
2008,Consumption of electricity from renewable resources,environment1,Sardegna,ITG2,7.6,0.014719
2009,Consumption of electricity from renewable resources,environment1,Sardegna,ITG2,11.4,0.020047
2010,Consumption of electricity from renewable resources,environment1,Sardegna,ITG2,15.9,0.042683
2001,Consumption of electricity from renewable resources,environment1,Sicilia,ITG1,0.4,0.000000
2002,Consumption of electricity from renewable resources,environment1,Sicilia,ITG1,0.5,0.000000
